ПриватБанк;16.000;20.000
Райффайзен Банк Аваль;18.500;20.000
Укрсоцбанк;18.800;19.500
Кредобанк;18.600;19.600
Центр;18.400;19.150
Укрэксимбанк;18.960;19.770
ОКСИ Банк;18.200;19.450
ВТБ Банк;16.050;19.050
Апекс-банк;16.500;22.000
Экспресс-Банк;17.150;19.450
ВиЭс Банк;18.410;19.410
Правэкс-банк;18.500;19.450
Львов;18.500;19.600
Креди Агриколь Банк;18.500;19.400
Индустриалбанк;18.000;19.800
